Instrument,Operator Name,Site Name,Sample ID,Temperature,Comments,Time and Date,Longitude,Latitude,Elevation,R Squared,Regression Slope,Standard Error,X Start Range,X End Range,AppVersion
LI820,David Basler,SoilResp2018,13q4,NA,NA,20180626_042235,-72.18917916,42.53622856,325.0,NaN,NaN,NaN,2018.0000,2018.0000,0.9.1
