Instrument,Operator Name,Site Name,Sample ID,Temperature,Comments,Time and Date,Longitude,Latitude,Elevation,R Squared,Regression Slope,Standard Error,X Start Range,X End Range,AppVersion
LI820,Brooklynn Davis,SoilResp2018,12p2,17.1,NA,20180628_143309,-72.18913868,42.53626219,325.0,NaN,NaN,NaN,2018.0000,2018.0000,0.9.1
