Year,Month,Day,Hour,Minute,Second,RunTime,CO2,H2O,Temperature,Pressure
2018,5,176,3,2,51,48.346,424.754,12.7069,48.2781,97.3295
2018,5,176,3,2,52,48.749,425.14703,12.6989,48.301502,97.3082
2018,5,176,3,2,52,49.354,424.711,12.688,48.301502,97.3295
2018,5,176,3,2,53,49.757,424.651,12.6691,48.3257,97.3082
2018,5,176,3,2,53,50.361,425.41803,12.6447,48.349197,97.2869
2018,5,176,3,2,54,50.966,426.59302,12.6429,48.373398,97.3082
2018,5,176,3,2,54,51.575,426.82098,12.6618,48.373398,97.3082
2018,5,176,3,2,55,51.98,427.22803,12.6786,48.396904,97.3082
2018,5,176,3,2,55,52.385,427.662,12.7135,48.421204,97.3082
2018,5,176,3,2,56,52.991,427.487,12.7446,48.469,97.3082
2018,5,176,3,2,56,53.396,427.339,12.7523,48.4926,97.3295
2018,5,176,3,2,57,53.999,427.755,12.7669,48.5169,97.3295
2018,5,176,3,2,57,54.404,428.627,12.7993,48.5169,97.3082
2018,5,176,3,2,58,55.009,428.483,12.8281,48.564903,97.3082
2018,5,176,3,2,58,55.414,428.45502,12.8588,48.5894,97.3082
2018,5,176,3,2,59,56.018,428.86502,12.906,48.613,97.3295
2018,5,176,3,2,59,56.422,429.418,12.9528,48.661198,97.32179
2018,5,176,3,3,0,57.027,429.595,12.99,48.661198,97.32179
2018,5,176,3,3,0,57.432,430.086,13.0422,48.684902,97.3005
2018,5,176,3,3,1,58.037,429.738,13.0772,48.709404,97.3082
2018,5,176,3,3,1,58.643,429.48196,13.1034,48.709404,97.3082
2018,5,176,3,3,2,59.045,429.83597,13.1414,48.7332,97.2869
2018,5,176,3,3,2,59.649,429.60602,13.1597,48.7577,97.3082
2018,5,176,3,3,3,60.052,429.354,13.1853,48.7815,97.3082
2018,5,176,3,3,3,60.656,429.03998,13.1959,48.8061,97.3295
2018,5,176,3,3,4,61.06,429.398,13.2208,48.8546,97.3082
2018,5,176,3,3,4,61.667,429.207,13.2588,48.8546,97.3082
2018,5,176,3,3,5,62.07,429.47504,13.2755,48.9032,97.3082
2018,5,176,3,3,5,62.675,429.292,13.2984,48.9279,97.3082
2018,5,176,3,3,6,63.078,429.12003,13.3301,48.9518,97.3082
2018,5,176,3,3,6,63.683,429.05002,13.3562,48.9518,97.3431
2018,5,176,3,3,7,64.286,428.872,13.3816,49.000603,97.32179
2018,5,176,3,3,7,64.689,429.13098,13.4194,49.025402,97.32179
2018,5,176,3,3,8,65.294,429.15002,13.4637,49.0494,97.32179
2018,5,176,3,3,8,65.697,429.28198,13.4874,49.0494,97.32179
2018,5,176,3,3,9,66.302,429.485,13.5036,49.0494,97.3295
2018,5,176,3,3,10,66.705,429.142,13.5423,49.0983,97.3295
2018,5,176,3,3,10,67.307,428.899,13.5641,49.0983,97.3295
2018,5,176,3,3,11,67.71,428.969,13.5677,49.1473,97.3295
2018,5,176,3,3,11,68.313,429.62,13.6045,49.172203,97.3082
2018,5,176,3,3,12,68.915,429.701,13.6244,49.1963,97.3295
2018,5,176,3,3,12,69.319,428.91302,13.6572,49.1963,97.3082
2018,5,176,3,3,13,69.723,429.093,13.6738,49.2455,97.3295
2018,5,176,3,3,13,70.33,429.578,13.711,49.2705,97.32179
2018,5,176,3,3,14,70.732,429.37198,13.768,49.2947,97.32179
2018,5,176,3,3,14,71.337,430.05902,13.7915,49.344,97.32179
2018,5,176,3,3,15,71.94,430.06,13.8209,49.344,97.3431
2018,5,176,3,3,15,72.343,429.92,13.8501,49.344,97.3005
2018,5,176,3,3,16,72.947,430.263,13.8687,49.369102,97.3005
2018,5,176,3,3,16,73.35,429.914,13.9025,49.393402,97.32179
2018,5,176,3,3,17,73.956,429.71603,13.931,49.418602,97.3082
2018,5,176,3,3,17,74.359,429.808,13.9424,49.4429,97.3295
2018,5,176,3,3,18,74.964,429.595,13.9752,49.4429,97.3295
2018,5,176,3,3,18,75.366,429.76996,14.0171,49.4924,97.3082
2018,5,176,3,3,19,75.972,429.747,14.0351,49.5177,97.3295
2018,5,176,3,3,19,76.376,429.935,14.0599,49.5421,97.3082
2018,5,176,3,3,20,76.979,429.675,14.0745,49.567398,97.3295
2018,5,176,3,3,20,77.381,429.99,14.1067,49.6172,97.32179
2018,5,176,3,3,21,77.986,430.07397,14.1348,49.6172,97.32179
2018,5,176,3,3,21,78.589,429.94998,14.1473,49.6416,97.3431
2018,5,176,3,3,22,79.002,430.369,14.166,49.667,97.32179
2018,5,176,3,3,22,79.605,430.06802,14.1911,49.6915,97.32179
2018,5,176,3,3,23,80.007,430.438,14.2186,49.6915,97.32179
2018,5,176,3,3,23,80.611,431.071,14.2448,49.717003,97.32179
2018,5,176,3,3,24,81.014,431.23,14.2674,49.7416,97.32179
2018,5,176,3,3,24,81.62,430.857,14.2962,49.767,97.3082
2018,5,176,3,3,25,82.024,430.15198,14.3352,49.7916,97.3082
2018,5,176,3,3,25,82.63,430.201,14.351,49.8172,97.32179
2018,5,176,3,3,26,83.035,430.016,14.3602,49.8418,97.3431
2018,5,176,3,3,26,83.639,430.092,14.3993,49.8674,97.3431
2018,5,176,3,3,27,84.242,430.25897,14.4182,49.8921,97.3431
2018,5,176,3,3,27,84.645,430.06403,14.4271,49.917698,97.3431
2018,5,176,3,3,28,85.25,429.785,14.4423,49.9681,97.3431
2018,5,176,3,3,28,85.655,430.36,14.4634,49.992798,97.32179
2018,5,176,3,3,29,86.259,430.215,14.4884,49.992798,97.3431
2018,5,176,3,3,29,86.664,430.466,14.5192,50.0186,97.32179
2018,5,176,3,3,30,87.27,430.937,14.5415,50.043404,97.32179
2018,5,176,3,3,30,87.675,430.42697,14.5644,50.043404,97.32179
2018,5,176,3,3,31,88.279,430.357,14.5841,50.0691,97.32179
2018,5,176,3,3,31,88.683,430.489,14.5972,50.093998,97.32179
2018,5,176,3,3,32,89.286,430.52402,14.6141,50.093998,97.32179
2018,5,176,3,3,32,89.69,430.574,14.6395,50.1198,97.32179
2018,5,176,3,3,33,90.295,430.21103,14.6565,50.1447,97.3431
2018,5,176,3,3,33,90.699,430.617,14.6721,50.170498,97.3431
2018,5,176,3,3,34,91.304,431.05798,14.6955,50.1955,97.32179
2018,5,176,3,3,35,91.909,430.648,14.7136,50.2214,97.3431
2018,5,176,3,3,35,92.313,430.62302,14.7328,50.272297,97.3431
2018,5,176,3,3,36,92.918,431.005,14.7473,50.2983,97.3431
2018,5,176,3,3,36,93.32,431.844,14.7794,50.3233,97.32179
2018,5,176,3,3,37,93.925,432.52502,14.7971,50.3484,97.3431
