Instrument,Operator Name,Site Name,Sample ID,Temperature,Comments,Time and Date,Longitude,Latitude,Elevation,R Squared,Regression Slope,Standard Error,X Start Range,X End Range,AppVersion
LI840,Tim Rademacher,Exp2018,14pxp3,NA,NA,20180625_160918,-72.18913282,42.53638018,324.0,NaN,NaN,NaN,2018.0000,2018.0000,0.9.1
