Instrument,Operator Name,Site Name,Sample ID,Temperature,Comments,Time and Date,Longitude,Latitude,Elevation,R Squared,Regression Slope,Standard Error,X Start Range,X End Range,AppVersion
LI820,Brooklynn Davis,SoilResp2018,04p2,22.4,NA,20180705_134634,NA,NA,NA,NaN,NaN,NaN,2018.0000,2018.0000,0.9.1
