Year,Month,Day,Hour,Minute,Second,RunTime,CO2,H2O,Temperature,Pressure
2018,6,183,1,46,36,146.388,422.71927,-999.0,50.57486,97.472244
2018,6,183,1,46,37,146.997,423.11786,-999.0,50.57486,97.472244
2018,6,183,1,46,37,147.605,423.3995,-999.0,50.57486,97.472244
2018,6,183,1,46,38,148.01,423.60474,-999.0,50.57486,97.472244
2018,6,183,1,46,38,148.618,423.72623,-999.0,50.57486,97.49333
2018,6,183,1,46,39,149.024,424.56973,-999.0,50.57486,97.472244
2018,6,183,1,46,39,149.629,425.26688,-999.0,50.57486,97.472244
2018,6,183,1,46,40,150.037,425.04654,-999.0,50.57486,97.472244
2018,6,183,1,46,40,150.643,425.3177,-999.0,50.57486,97.472244
2018,6,183,1,46,41,151.049,426.6723,-999.0,50.57486,97.472244
2018,6,183,1,46,41,151.657,426.7656,-999.0,50.57486,97.472244
2018,6,183,1,46,42,152.063,426.55707,-999.0,50.57486,97.472244
2018,6,183,1,46,42,152.668,428.2408,-999.0,50.57486,97.472244
2018,6,183,1,46,43,153.073,428.89703,-999.0,50.57486,97.472244
2018,6,183,1,46,43,153.679,429.6441,-999.0,50.60057,97.472244
2018,6,183,1,46,44,154.084,431.60913,-999.0,50.57486,97.472244
2018,6,183,1,46,44,154.692,431.8927,-999.0,50.57486,97.472244
2018,6,183,1,46,45,155.097,433.36407,-999.0,50.57486,97.472244
2018,6,183,1,46,45,155.704,434.85684,-999.0,50.57486,97.472244
2018,6,183,1,46,46,156.31,435.59387,-999.0,50.57486,97.472244
2018,6,183,1,46,46,156.713,437.53998,-999.0,50.57486,97.472244
2018,6,183,1,46,47,157.32,438.4468,-999.0,50.57486,97.49333
2018,6,183,1,46,47,157.725,438.84766,-999.0,50.57486,97.472244
2018,6,183,1,46,48,158.333,439.94583,-999.0,50.57486,97.472244
2018,6,183,1,46,48,158.737,441.3949,-999.0,50.57486,97.472244
2018,6,183,1,46,49,159.345,441.70966,-999.0,50.57486,97.49333
2018,6,183,1,46,50,159.752,442.09344,-999.0,50.57486,97.472244
2018,6,183,1,46,50,160.36,443.56207,-999.0,50.60057,97.472244
2018,6,183,1,46,51,160.767,445.21216,-999.0,50.60057,97.472244
2018,6,183,1,46,51,161.372,446.7276,-999.0,50.60057,97.472244
2018,6,183,1,46,52,161.778,447.3559,-999.0,50.60057,97.472244
2018,6,183,1,46,52,162.383,447.76654,-999.0,50.60057,97.472244
2018,6,183,1,46,53,162.789,449.19305,-999.0,50.60057,97.472244
2018,6,183,1,46,53,163.396,450.93298,-999.0,50.57486,97.472244
2018,6,183,1,46,54,163.801,451.67047,-999.0,50.57486,97.49333
2018,6,183,1,46,54,164.408,451.40784,-999.0,50.57486,97.49333
2018,6,183,1,46,55,165.014,452.9104,-999.0,50.57486,97.472244
2018,6,183,1,46,55,165.419,454.10712,-999.0,50.60057,97.472244
2018,6,183,1,46,56,166.026,453.59302,-999.0,50.57486,97.472244
2018,6,183,1,46,56,166.432,453.34763,-999.0,50.57486,97.472244
2018,6,183,1,46,57,167.039,453.60437,-999.0,50.57486,97.472244
2018,6,183,1,46,57,167.445,453.54578,-999.0,50.57486,97.49333
2018,6,183,1,46,58,168.049,454.27344,-999.0,50.60057,97.472244
2018,6,183,1,46,58,168.454,455.0732,-999.0,50.57486,97.472244
2018,6,183,1,46,59,169.059,454.97375,-999.0,50.57486,97.472244
2018,6,183,1,46,59,169.465,456.3664,-999.0,50.57486,97.472244
2018,6,183,1,47,0,170.07,459.0896,-999.0,50.57486,97.472244
2018,6,183,1,47,0,170.475,459.55103,-999.0,50.60057,97.472244
2018,6,183,1,47,1,171.082,457.98795,-999.0,50.60057,97.472244
2018,6,183,1,47,1,171.488,455.97253,-999.0,50.60057,97.472244
2018,6,183,1,47,2,172.093,455.98712,-999.0,50.60057,97.472244
2018,6,183,1,47,2,172.499,455.69843,-999.0,50.60057,97.472244
2018,6,183,1,47,3,173.108,454.9727,-999.0,50.60057,97.472244
2018,6,183,1,47,3,173.514,455.10156,-999.0,50.57486,97.49333
2018,6,183,1,47,4,174.12,456.13712,-999.0,50.57486,97.472244
2018,6,183,1,47,4,174.725,457.602,-999.0,50.57486,97.472244
2018,6,183,1,47,5,175.13,458.96625,-999.0,50.57486,97.472244
2018,6,183,1,47,5,175.736,460.28345,-999.0,50.57486,97.49333
2018,6,183,1,47,6,176.143,460.0866,-999.0,50.57486,97.472244
2018,6,183,1,47,7,176.75,459.50647,-999.0,50.57486,97.472244
2018,6,183,1,47,7,177.155,460.27298,-999.0,50.57486,97.472244
2018,6,183,1,47,8,177.764,461.14807,-999.0,50.57486,97.49333
2018,6,183,1,47,8,178.17,461.9229,-999.0,50.60057,97.472244
2018,6,183,1,47,9,178.778,461.34216,-999.0,50.60057,97.472244
2018,6,183,1,47,9,179.183,461.9972,-999.0,50.60057,97.472244
2018,6,183,1,47,10,179.791,464.07056,-999.0,50.57486,97.472244
2018,6,183,1,47,10,180.197,465.99664,-999.0,50.57486,97.472244
2018,6,183,1,47,11,180.803,467.60043,-999.0,50.57486,97.472244
2018,6,183,1,47,11,181.207,467.86505,-999.0,50.57486,97.472244
2018,6,183,1,47,12,181.814,468.87454,-999.0,50.60057,97.472244
2018,6,183,1,47,12,182.22,470.097,-999.0,50.60057,97.472244
2018,6,183,1,47,13,182.825,470.83276,-999.0,50.57486,97.472244
2018,6,183,1,47,13,183.431,471.40045,-999.0,50.57486,97.472244
2018,6,183,1,47,14,183.837,472.2841,-999.0,50.57486,97.472244
2018,6,183,1,47,14,184.442,473.15964,-999.0,50.57486,97.472244
2018,6,183,1,47,15,184.848,473.80936,-999.0,50.60057,97.472244
2018,6,183,1,47,15,185.452,474.02603,-999.0,50.57486,97.472244
2018,6,183,1,47,16,185.858,474.9865,-999.0,50.57486,97.472244
2018,6,183,1,47,16,186.461,475.08905,-999.0,50.57486,97.472244
2018,6,183,1,47,17,186.866,473.77832,-999.0,50.57486,97.472244
2018,6,183,1,47,17,187.471,474.9961,-999.0,50.60057,97.472244
2018,6,183,1,47,18,187.877,476.1847,-999.0,50.57486,97.472244
2018,6,183,1,47,18,188.481,476.73242,-999.0,50.57486,97.472244
2018,6,183,1,47,19,188.885,477.62305,-999.0,50.57486,97.472244
