"TOA5","Rad_BarnTWR","CR300","1457","CR310.Std.05.01","CPU:barn_tower_script_v2_10min.cr300","51903","Barn_Table"
"TIMESTAMP","RECORD","BattV_Min","Panel_Temp_C_Avg","Air_Temp_C_Avg","Soil_Temp_C_1","Soil_Temp_C_2","Soil_Temp_C_3","Soil_Temp_C_4","Total_Rad_Avg","Diffuse_Rad_Avg","DeltaT_Avg","Diffuse_Rad_Max","DeltaT_Max(1)","DeltaT_Max(2)","Direct_Rad_Std","Total_Rad_Std","Diffuse_Rad_Std","RH","VWC_1","VWC_2","VWC_3","VWC_4","EC_1","EC_2","EC_3","EC_4"
"TS","RN","Volts","deg C","deg C","deg C","deg C","deg C","deg C","umol/m^2/s","umol/m^2/s","","umol/m^2/s","","","umol/m^2/s","umol/m^2/s","umol/m^2/s","%","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","dS/m","dS/m","dS/m","dS/m"
"","","Min","Avg","Avg","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Max","Max","Max","Std","Std","Std","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2018-07-11 13:00:00",52721,13.03,32.4,21.50175,20.14,18.97,17.61,16.58,1236.51,585.8594,0,1431.778,0,0,47.175,600.3655,561.6246,61.35676,0,0.126,0.301,0.308,0.004,0.021,0.006,0.004
"2018-07-11 13:10:00",52722,13.04,32.25,22.65313,20.18,18.97,17.62,16.57,1840.289,1183.479,0,1392.627,0,0,29.12997,310.606,306.2551,57.3715,0,0.126,0.301,0.308,0.005,0.02,0.006,0.004
"2018-07-11 13:20:00",52723,13.05,32.32,23.22141,20.19,18.97,17.64,16.57,1832.588,1168.876,0,1336.199,0,0,62.75051,102.5243,145.1206,58.21172,0,0.126,0.301,0.308,0.005,0.02,0.006,0.004
"2018-07-11 13:30:00",52724,13.03,32.44,22.47485,20.2,18.95,17.63,16.57,1389.724,709.598,0,1297.17,0,0,36.82757,364.7305,371.447,57.59313,0,0.126,0.301,0.308,0.004,0.02,0.006,0.004
"2018-07-11 13:40:00",52725,13.05,32.5,22.90335,20.16,19.02,17.62,16.56,1827.136,1256.736,0,1323.553,0,0,22.45381,50.61106,39.37901,57.72678,0,0.125,0.301,0.308,0.005,0.021,0.006,0.004
"2018-07-11 13:50:00",52726,13.02,32.56,23.27393,20.13,18.97,17.65,16.58,1626.346,1082.977,0,1334.899,0,0,21.78689,339.5706,337.3587,55.23978,0,0.126,0.301,0.308,0.005,0.02,0.006,0.004
"2018-07-11 14:00:00",52727,13.04,32.64,23.29115,20.13,18.98,17.64,16.59,1552.709,992.2582,0,1221.994,0,0,22.71473,245.3519,247.0786,53.71522,0,0.126,0.301,0.308,0.005,0.02,0.006,0.004
"2018-07-11 14:10:00",52728,13.04,32.66,23.57834,20.11,18.99,17.67,16.61,1625.074,1088.401,0,1178.587,0,0,13.08551,190.4592,186.7298,52.10767,0,0.126,0.301,0.308,0.005,0.02,0.006,0.004
"2018-07-11 14:20:00",52729,13.03,32.68,23.41792,20.08,18.99,17.66,16.59,1232.3,740.5988,0,1133.988,0,0,14.42127,455.5841,444.787,53.26975,0,0.126,0.3,0.308,0.005,0.02,0.006,0.004
"2018-07-11 14:30:00",52730,13.03,32.66,23.28453,20.03,18.99,17.68,16.61,1117.985,657.9611,0,1099.14,0,0,34.84239,452.6125,427.7237,53.7348,0,0.126,0.3,0.308,0.004,0.021,0.006,0.004
"2018-07-11 14:40:00",52731,13.03,32.61,23.459,19.98,18.98,17.67,16.61,1043.718,472.3403,0,1033.1,0,0,24.55918,349.1727,357.0823,53.93726,0,0.126,0.3,0.308,0.005,0.02,0.006,0.004
"2018-07-11 14:50:00",52732,13.04,32.55,22.8117,19.97,18.95,17.67,16.62,538.3698,41.31149,0,125.6326,0,0,80.91207,104.4256,30.53147,55.75602,0,0.126,0.3,0.307,0.005,0.02,0.006,0.004
"2018-07-11 15:00:00",52733,13.03,32.49,22.38506,19.94,18.94,17.7,16.61,424.5312,7.750918,0,16.17062,0,0,16.69387,16.8106,5.394962,58.16648,0,0.126,0.3,0.307,0.004,0.021,0.006,0.004
"2018-07-11 15:10:00",52734,13.03,32.36,22.31313,19.89,18.91,17.69,16.61,388.7048,5.120163,0,15.1828,0,0,24.25695,22.39139,6.128801,62.46377,0,0.126,0.3,0.307,0.005,0.02,0.006,0.004
"2018-07-11 15:20:00",52735,13.04,32.26,22.39998,19.85,18.92,17.66,16.64,494.1564,48.31686,0,179.6589,0,0,40.29222,79.08777,52.96944,59.09121,0,0.126,0.3,0.307,0.005,0.02,0.006,0.004
"2018-07-11 15:30:00",52736,13.04,32.2,22.98952,19.83,18.88,17.68,16.6,974.5415,490.5395,0,692.4221,0,0,33.30321,232.3577,246.0324,58.50863,0,0.126,0.3,0.307,0.005,0.02,0.006,0.004
"2018-07-11 15:40:00",52737,13.05,32.15,23.72412,19.81,18.89,17.68,16.64,949.9002,620.5876,0,661.1653,0,0,17.76977,41.56301,24.65544,51.33998,0,0.125,0.3,0.307,0.005,0.02,0.006,0.004
"2018-07-11 15:50:00",52738,13.04,32.13,23.39234,19.8,18.87,17.71,16.64,658.9274,378.5841,0,597.1674,0,0,10.30995,172.1422,164.6558,52.76062,0,0.126,0.299,0.307,0.005,0.02,0.006,0.004
"2018-07-11 16:00:00",52739,13.05,32.1,23.26576,19.76,18.85,17.68,16.64,747.8988,467.6325,0,528.1496,0,0,5.300531,57.13993,55.08879,54.18999,0,0.125,0.299,0.307,0.004,0.02,0.006,0.004
"2018-07-11 16:10:00",52740,13.03,31.99,23.2995,19.69,18.86,17.69,16.64,623.7742,350.9904,0,461.2251,0,0,11.62543,162.6091,161.2807,53.33842,0,0.126,0.299,0.307,0.005,0.02,0.005,0.004
"2018-07-11 16:20:00",52741,13.06,31.85,23.48524,19.67,18.83,17.7,16.63,654.6012,413.555,0,440.8018,0,0,7.730067,13.65706,18.35792,52.21019,0,0.125,0.299,0.307,0.004,0.02,0.006,0.003
"2018-07-11 16:30:00",52742,13.03,31.74,23.53596,19.65,18.81,17.68,16.64,617.4307,343.1567,0,374.3533,0,0,15.21592,11.72202,16.67727,53.92668,0,0.125,0.299,0.307,0.005,0.02,0.006,0.004
"2018-07-11 16:40:00",52743,13.05,31.65,23.60759,19.62,18.78,17.68,16.64,579.8758,293.6768,0,323.6505,0,0,28.38133,54.98489,28.33702,52.07842,0,0.125,0.299,0.307,0.005,0.02,0.006,0.004
"2018-07-11 16:50:00",52744,13.07,31.58,23.5648,19.51,18.78,17.69,16.65,462.349,230.5021,0,280.4314,0,0,6.119783,67.5526,69.55532,51.27032,0,0.125,0.299,0.306,0.005,0.02,0.006,0.004
"2018-07-11 17:00:00",52745,13.05,31.51,23.59885,19.5,18.76,17.68,16.67,386.609,148.5677,0,205.9571,0,0,8.097056,51.55988,47.61878,54.46235,0,0.125,0.299,0.306,0.004,0.02,0.006,0.004
"2018-07-11 17:10:00",52746,13.06,31.44,23.11073,19.45,18.73,17.69,16.68,303.121,99.70911,0,157.5933,0,0,20.32345,71.88274,54.22042,55.01565,0,0.125,0.299,0.306,0.004,0.02,0.007,0.004
"2018-07-11 17:20:00",52747,13.06,31.36,22.73435,19.38,18.71,17.67,16.67,219.7094,72.02422,0,103.6869,0,0,5.490817,28.70102,31.72361,56.13003,0,0.125,0.299,0.306,0.005,0.02,0.006,0.004
"2018-07-11 17:30:00",52748,13.13,31.23,22.35929,19.33,18.71,17.69,16.66,207.7763,77.08916,0,86.42831,0,0,9.463989,13.63322,6.869737,55.00673,0,0.125,0.299,0.306,0.004,0.02,0.006,0.004
"2018-07-11 17:40:00",52749,13.05,31.09,22.00135,19.27,18.68,17.68,16.67,94.20802,3.509861,0,27.19732,0,0,7.671233,14.2596,7.895953,57.35362,0,0.125,0.299,0.306,0.005,0.02,0.006,0.004
"2018-07-11 17:50:00",52750,13.06,30.88,21.1398,19.17,18.63,17.67,16.68,70.68268,0.9516762,0,1.05146,0,0,4.625467,4.646263,0.04824429,58.4194,0,0.125,0.299,0.306,0.005,0.02,0.006,0.004
"2018-07-11 18:00:00",52751,13.07,30.69,20.93229,19.1,18.58,17.67,16.68,56.5752,1.037796,0,1.947342,0,0,5.551146,5.515548,0.4010993,57.64164,0,0.125,0.299,0.306,0.005,0.02,0.006,0.004
"2018-07-11 18:10:00",52752,13.05,30.5,20.72951,19.01,18.56,17.65,16.67,38.48711,0.8024332,0,1.328266,0,0,6.30821,6.362575,0.2654397,57.36197,0,0.125,0.299,0.306,0.005,0.02,0.006,0.004
"2018-07-11 18:20:00",52753,13.06,30.32,20.64286,18.97,18.54,17.67,16.68,21.80771,0.7541161,0,1.312889,0,0,3.60409,3.622729,0.2514739,55.12802,0,0.125,0.299,0.306,0.004,0.02,0.006,0.004
"2018-07-11 18:30:00",52754,13.07,30.17,20.45855,18.85,18.52,17.64,16.67,11.64907,1.014405,0,1.28714,0,0,2.336624,2.343235,0.2895038,52.92454,0,0.125,0.299,0.306,0.004,0.02,0.006,0.004
"2018-07-11 18:40:00",52755,13.07,29.99,20.05377,18.8,18.47,17.64,16.69,5.698073,0.7111998,0,1.135144,0,0,1.158687,1.137378,0.2550039,53.87178,0,0.125,0.299,0.306,0.004,0.02,0.006,0.004
"2018-07-11 18:50:00",52756,13.08,29.85,19.81256,18.72,18.44,17.59,16.67,3.95312,0.4635351,0,0.4774473,0,0,0.007057402,0.01261323,0.00891869,54.0886,0,0.125,0.299,0.306,0.005,0.02,0.006,0.003
"2018-07-11 19:00:00",52757,13.15,29.64,19.7871,18.65,18.39,17.62,16.67,3.934022,0.453557,0,0.4692216,0,0,0.005667846,0.009669489,0.008577069,52.32701,0,0.125,0.299,0.306,0.005,0.02,0.005,0.004
"2018-07-11 19:10:00",52758,13.1,29.47,19.45862,18.56,18.36,17.61,16.67,3.927727,0.4546299,0,0.4695792,0,0,0.007554226,0.01155033,0.007389865,53.07468,0,0.125,0.299,0.306,0.005,0.02,0.006,0.004
"2018-07-11 19:20:00",52759,13.08,29.23,19.21099,18.48,18.3,17.6,16.65,3.926583,0.4504812,0,0.4702945,0,0,0.006524714,0.008114211,0.01089031,55.0736,0,0.125,0.299,0.307,0.005,0.021,0.006,0.004
"2018-07-11 19:30:00",52760,13.13,29.03,19.16875,18.4,18.26,17.57,16.68,3.916962,0.4544511,0,0.4702942,0,0,0.00599551,0.01112022,0.01315505,54.06646,0,0.125,0.299,0.307,0.005,0.02,0.005,0.004
"2018-07-11 19:40:00",52761,13.09,28.84,19.23117,18.32,18.22,17.54,16.7,3.90255,0.4365334,0,0.4563465,0,0,0.008860764,0.01240858,0.01139987,52.93418,0,0.125,0.299,0.307,0.004,0.02,0.006,0.004
"2018-07-11 19:50:00",52762,13.09,28.65,19.24899,18.24,18.18,17.55,16.7,3.905947,0.4441153,0,0.4634993,0,0,0.007467809,0.01144585,0.009521281,51.88122,0,0.125,0.299,0.307,0.004,0.02,0.006,0.004
"2018-07-11 20:00:00",52763,13.14,28.54,19.2773,18.15,18.14,17.54,16.65,3.901477,0.4384288,0,0.4531279,0,0,0.007956045,0.01167678,0.009609064,50.75342,0,0.125,0.299,0.307,0.004,0.02,0.006,0.004
"2018-07-11 20:10:00",52764,13.1,28.39,19.05797,18.08,18.07,17.52,16.68,3.891034,0.4316695,0,0.4609959,0,0,0.009358645,0.01359383,0.01614925,52.18873,0,0.125,0.299,0.307,0.004,0.019,0.006,0.004
"2018-07-11 20:20:00",52765,13.12,28.23,18.52719,17.99,18.05,17.5,16.65,3.888316,0.4377851,0,0.4513397,0,0,0.004847146,0.01003274,0.008941593,55.39486,0,0.125,0.299,0.307,0.005,0.02,0.006,0.004
"2018-07-11 20:30:00",52766,13.11,28.1,18.43294,17.94,17.99,17.51,16.67,3.893251,0.4392515,0,0.4556313,0,0,0.009560132,0.01209961,0.01186994,52.33572,0,0.125,0.299,0.307,0.004,0.021,0.006,0.004
"2018-07-11 20:40:00",52767,13.11,27.96,18.66601,17.89,17.95,17.46,16.67,3.896041,0.4442584,0,0.4652874,0,0,0.006846112,0.01361828,0.01020345,48.28931,0,0.125,0.299,0.307,0.004,0.02,0.006,0.004
"2018-07-11 20:50:00",52768,13.12,27.83,18.81731,17.83,17.91,17.43,16.65,3.896792,0.4461538,0,0.4727979,0,0,0.006313495,0.009798814,0.01230841,48.80928,0,0.125,0.299,0.307,0.004,0.02,0.006,0.004
"2018-07-11 21:00:00",52769,13.12,27.68,18.40334,17.75,17.87,17.42,16.65,3.888959,0.4372844,0,0.454916,0,0,0.009791789,0.01105794,0.01664852,50.24492,0,0.125,0.299,0.307,0.004,0.02,0.006,0.004
"2018-07-11 21:10:00",52770,13.12,27.47,18.22987,17.7,17.83,17.44,16.66,3.878623,0.4353889,0,0.4592075,0,0,0.005070498,0.007697885,0.01123712,50.64906,0,0.125,0.299,0.307,0.004,0.02,0.006,0.004
"2018-07-11 21:20:00",52771,13.12,27.3,17.98045,17.63,17.76,17.39,16.64,3.870148,0.431741,0,0.4474056,0,0,0.004908425,0.009544593,0.00891631,50.11354,0,0.125,0.299,0.307,0.004,0.02,0.005,0.004
"2018-07-11 21:30:00",52772,13.13,27.14,18.02448,17.55,17.75,17.38,16.64,3.867751,0.4332789,0,0.4556313,0,0,0.008212892,0.009954974,0.01172295,50.04625,0,0.125,0.299,0.307,0.005,0.02,0.006,0.004
"2018-07-11 21:40:00",52773,13.14,26.97,17.83706,17.5,17.68,17.36,16.65,3.873152,0.4403243,0,0.4563465,0,0,0.007845608,0.0125834,0.01133871,50.90785,0,0.125,0.299,0.307,0.004,0.019,0.006,0.004
"2018-07-11 21:50:00",52774,13.2,26.86,17.58247,17.43,17.63,17.35,16.68,3.855556,0.4255539,0,0.4559889,0,0,0.00575795,0.01383949,0.01327167,48.55813,0,0.125,0.299,0.307,0.004,0.02,0.006,0.004
"2018-07-11 22:00:00",52775,13.16,26.79,18.16042,17.38,17.61,17.32,16.65,3.862172,0.4236942,0,0.4438293,0,0,0.00723137,0.01214543,0.01340838,45.26215,0,0.125,0.299,0.307,0.004,0.019,0.006,0.004
"2018-07-11 22:10:00",52776,13.14,26.74,18.30704,17.3,17.56,17.28,16.63,3.870934,0.430382,0,0.443114,0,0,0.005428138,0.004401153,0.00499215,45.06813,0,0.125,0.3,0.307,0.004,0.02,0.006,0.004
"2018-07-11 22:20:00",52777,13.13,26.7,18.00766,17.26,17.53,17.25,16.62,3.87848,0.4383215,0,0.4545584,0,0,0.008305286,0.01237042,0.01416642,47.32964,0,0.125,0.3,0.307,0.004,0.02,0.006,0.003
"2018-07-11 22:30:00",52778,13.13,26.65,17.4724,17.22,17.49,17.24,16.64,3.864211,0.4304535,0,0.4595652,0,0,0.005858718,0.01125715,0.01388467,49.72523,0,0.124,0.3,0.307,0.004,0.02,0.006,0.004
"2018-07-11 22:40:00",52779,13.13,26.58,17.11094,17.16,17.45,17.26,16.62,3.847831,0.4228716,0,0.430239,0,0,0.006888938,0.007778138,0.004825373,50.91758,0,0.125,0.3,0.307,0.005,0.02,0.006,0.003
"2018-07-11 22:50:00",52780,13.14,26.48,16.93927,17.12,17.38,17.21,16.62,3.841179,0.4191879,0,0.4416833,0,0,0.007971486,0.01168465,0.008588439,52.20474,0,0.125,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-11 23:00:00",52781,13.13,26.41,16.77567,17.06,17.35,17.19,16.61,3.835421,0.4187588,0,0.4230862,0,0,0.005207773,0.004991707,0.003896273,51.50264,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-11 23:10:00",52782,13.14,26.27,16.82014,17.02,17.33,17.18,16.59,3.829949,0.4192595,0,0.4391799,0,0,0.006800911,0.01291171,0.01386426,52.03035,0,0.124,0.3,0.307,0.004,0.02,0.006,0.003
"2018-07-11 23:20:00",52783,13.14,26.13,16.68782,16.97,17.29,17.16,16.6,3.818791,0.4121782,0,0.4209404,0,0,0.007202723,0.00580389,0.0071764,52.07246,0,0.124,0.3,0.307,0.004,0.02,0.006,0.004
"2018-07-11 23:30:00",52784,13.14,26.02,16.37881,16.89,17.27,17.12,16.61,3.819113,0.4168275,0,0.4255896,0,0,0.006781556,0.007053797,0.006926098,53.83078,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-11 23:40:00",52785,13.15,25.92,16.13772,16.84,17.22,17.1,16.58,3.812639,0.41039,0,0.4280932,0,0,0.004910064,0.009540591,0.01110556,54.05775,0,0.124,0.3,0.307,0.004,0.02,0.006,0.003
"2018-07-11 23:50:00",52786,13.16,25.82,15.91621,16.79,17.2,17.09,16.58,3.80309,0.4067421,0,0.4323847,0,0,0.006335746,0.01512384,0.01377908,54.67123,0,0.124,0.3,0.307,0.004,0.02,0.006,0.004
"2018-07-12 00:00:00",52787,13.14,25.7,15.74571,16.73,17.13,17.07,16.56,3.802518,0.4103543,0,0.4288085,0,0,0.0077178,0.00874282,0.01021521,56.70744,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 00:10:00",52788,13.17,25.6,15.35755,16.64,17.1,17.05,16.57,3.800408,0.4111768,0,0.4366765,0,0,0.007652192,0.01289007,0.01467106,57.34531,0,0.124,0.3,0.307,0.004,0.02,0.006,0.004
"2018-07-12 00:20:00",52789,13.16,25.48,15.14217,16.59,17.03,17.01,16.54,3.793255,0.4097104,0,0.4209404,0,0,0.008251762,0.008520807,0.006693088,58.96695,0,0.124,0.3,0.307,0.004,0.02,0.006,0.004
"2018-07-12 00:30:00",52790,13.19,25.34,15.03916,16.52,17.02,17.01,16.55,3.784994,0.4005192,0,0.4230862,0,0,0.00675962,0.01215346,0.01170021,60.00637,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 00:40:00",52791,13.16,25.21,14.73839,16.45,16.97,16.99,16.55,3.774265,0.3977653,0,0.428093,0,0,0.01105727,0.01133668,0.01785095,60.76147,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 00:50:00",52792,13.17,25.09,14.71266,16.38,16.91,16.97,16.55,3.77405,0.3996609,0,0.4198673,0,0,0.009881171,0.01012824,0.01283441,60.85875,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 01:00:00",52793,13.16,24.97,14.79841,16.32,16.9,16.92,16.53,3.758564,0.3896469,0,0.4034159,0,0,0.005089178,0.01034831,0.009492288,60.04864,0,0.124,0.3,0.307,0.005,0.019,0.006,0.004
"2018-07-12 01:10:00",52794,13.18,24.85,14.64506,16.26,16.84,16.93,16.51,3.760639,0.3983733,0,0.4173639,0,0,0.008016272,0.008695524,0.01195004,61.29533,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 01:20:00",52795,13.18,24.73,14.54911,16.2,16.8,16.9,16.51,3.748408,0.3844613,0,0.3962634,0,0,0.006235623,0.00581974,0.01008642,62.41828,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 01:30:00",52796,13.19,24.57,14.18014,16.12,16.78,16.87,16.49,3.749659,0.391757,0,0.4073501,0,0,0.005970416,0.01164521,0.01155365,62.95449,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 01:40:00",52797,13.2,24.44,14.15368,16.1,16.72,16.82,16.5,3.747728,0.3898973,0,0.4069924,0,0,0.005084119,0.01212327,0.009515866,62.99615,0,0.124,0.3,0.307,0.004,0.02,0.006,0.004
"2018-07-12 01:50:00",52798,13.19,24.29,14.08804,16.02,16.67,16.82,16.48,3.744438,0.3917928,0,0.4141452,0,0,0.008049941,0.01145948,0.01106749,62.73779,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 02:00:00",52799,13.19,24.16,14.40794,15.9,16.63,16.82,16.47,3.744509,0.3913637,0,0.4066348,0,0,0.01087692,0.0100616,0.00965233,61.05607,0,0.124,0.3,0.307,0.004,0.02,0.005,0.004
"2018-07-12 02:10:00",52800,13.19,24.01,14.44038,15.89,16.58,16.78,16.45,3.747191,0.3920431,0,0.4152181,0,0,0.007298266,0.01085739,0.012767,61.5739,0,0.125,0.3,0.307,0.004,0.018,0.006,0.003
"2018-07-12 02:20:00",52801,13.2,23.94,14.50528,15.84,16.55,16.77,16.46,3.754809,0.3922578,0,0.4166486,0,0,0.008438209,0.01249223,0.01442286,61.73912,0,0.124,0.3,0.307,0.004,0.019,0.005,0.004
"2018-07-12 02:30:00",52802,13.21,23.82,14.25669,15.78,16.47,16.75,16.46,3.75531,0.3912922,0,0.4127147,0,0,0.006701886,0.01244977,0.01529373,62.96845,0,0.124,0.3,0.307,0.004,0.019,0.005,0.004
"2018-07-12 02:40:00",52803,13.2,23.74,14.13102,15.72,16.43,16.7,16.47,3.75463,0.3936168,0,0.4112842,0,0,0.006231131,0.008553769,0.01136392,63.68076,0,0.124,0.3,0.307,0.004,0.02,0.006,0.004
"2018-07-12 02:50:00",52804,13.22,23.68,14.19598,15.65,16.4,16.68,16.44,3.754595,0.3997324,0,0.4234438,0,0,0.008707881,0.01147013,0.01450446,63.26692,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 03:00:00",52805,13.2,23.6,14.16738,15.65,16.33,16.66,16.42,3.757957,0.3970859,0,0.4127147,0,0,0.003389827,0.00540742,0.007637142,64.10065,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 03:10:00",52806,13.2,23.53,13.978,15.59,16.34,16.63,16.42,4.195599,0.4906441,0,0.9566827,0,0,0.5191542,0.5651314,0.1641708,64.97443,0,0.125,0.3,0.307,0.005,0.018,0.006,0.004
"2018-07-12 03:20:00",52807,13.2,23.48,13.71283,15.54,16.32,16.59,16.4,8.405145,0.9299311,0,1.727751,0,0,1.987223,1.973703,0.3913843,65.55336,0,0.124,0.3,0.307,0.004,0.019,0.005,0.004
"2018-07-12 03:30:00",52808,13.23,23.45,13.74251,15.52,16.27,16.6,16.37,17.4967,1.123914,0,1.776747,0,0,3.360291,3.437788,0.4213969,65.16448,0,0.124,0.301,0.307,0.004,0.019,0.006,0.004
"2018-07-12 03:40:00",52809,13.2,23.39,13.98577,15.48,16.24,16.56,16.4,32.60506,1.697137,0,3.134701,0,0,4.709254,5.38576,0.8408427,64.45052,0,0.125,0.301,0.307,0.004,0.019,0.006,0.004
"2018-07-12 03:50:00",52810,13.25,23.33,14.21108,15.46,16.16,16.54,16.37,64.28095,15.58298,0,23.10952,0,0,5.763921,12.44465,7.257102,64.81795,0,0.124,0.301,0.308,0.004,0.019,0.006,0.004
"2018-07-12 04:00:00",52811,13.22,23.31,14.22749,15.43,16.16,16.53,16.38,110.2998,41.80756,0,53.55849,0,0,5.026475,12.89771,7.90442,63.94498,0,0.124,0.301,0.308,0.004,0.019,0.005,0.004
"2018-07-12 04:10:00",52812,13.21,23.27,14.38559,15.42,16.13,16.48,16.31,156.7514,72.0202,0,91.05865,0,0,4.734203,15.43528,10.78999,62.651,0,0.124,0.301,0.308,0.004,0.019,0.006,0.004
"2018-07-12 04:20:00",52813,13.21,23.25,14.63331,15.4,16.1,16.46,16.33,215.5282,115.4615,0,134.1559,0,0,4.264942,16.74547,12.50852,61.74179,0,0.125,0.301,0.307,0.004,0.018,0.006,0.004
"2018-07-12 04:30:00",52814,13.22,23.19,14.99791,15.37,16.09,16.45,16.28,275.8559,162.3365,0,187.3117,0,0,3.55411,19.06083,15.56441,61.35148,0,0.124,0.301,0.307,0.004,0.019,0.006,0.004
"2018-07-12 04:40:00",52815,13.28,23.16,15.20988,15.37,16.04,16.44,16.31,341.6247,216.0399,0,242.9974,0,0,3.162291,18.92459,15.81727,59.82392,0,0.124,0.301,0.307,0.004,0.019,0.006,0.004
"2018-07-12 04:50:00",52816,13.2,23.15,15.49813,15.36,16.05,16.4,16.28,409.3148,274.7075,0,300.0843,0,0,1.993394,18.19523,16.26408,60.31524,0,0.124,0.3,0.307,0.004,0.019,0.005,0.004
"2018-07-12 05:00:00",52817,13.21,23.14,15.64204,15.35,16,16.37,16.28,473.2572,331.4946,0,357.8966,0,0,2.516157,19.49244,17.03328,61.09479,0,0.125,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 05:10:00",52818,13.23,23.13,15.72693,15.38,15.99,16.36,16.29,539.7888,389.9938,0,415.9988,0,0,1.771597,18.47524,16.76854,59.08558,0,0.124,0.3,0.307,0.004,0.019,0.005,0.004
"2018-07-12 05:20:00",52819,13.23,23.15,16.08475,15.36,15.97,16.31,16.26,578.6163,423.0135,0,469.5788,0,0,2.114408,46.25675,44.52755,61.93046,0,0.125,0.3,0.307,0.004,0.018,0.005,0.004
"2018-07-12 05:30:00",52820,13.24,23.22,16.09816,15.42,15.97,16.32,16.26,669.567,507.795,0,540.3193,0,0,1.493484,22.43489,21.00715,63.35891,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 05:40:00",52821,13.21,23.32,15.89703,15.43,15.94,16.3,16.25,742.743,576.8219,0,606.0886,0,0,1.275941,19.85681,18.6607,63.56398,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 05:50:00",52822,13.22,23.43,16.04688,15.46,15.93,16.29,16.23,803.1373,633.7668,0,660.7344,0,0,0.929304,16.09825,15.28228,65.66326,0,0.125,0.3,0.307,0.004,0.019,0.005,0.004
"2018-07-12 06:00:00",52823,13.23,23.54,16.08318,15.51,15.95,16.26,16.2,896.8879,723.8423,0,758.6246,0,0,0.9165242,26.57798,25.81441,64.91875,0,0.125,0.3,0.307,0.005,0.018,0.006,0.004
"2018-07-12 06:10:00",52824,13.24,23.7,16.285,15.6,15.93,16.25,16.2,967.9127,791.8643,0,821.9695,0,0,1.080848,19.75714,18.80589,64.89243,0,0.124,0.3,0.307,0.004,0.019,0.007,0.004
"2018-07-12 06:20:00",52825,13.22,23.89,16.53489,15.72,15.97,16.24,16.18,1039.43,858.8082,0,888.1427,0,0,1.438599,19.61673,18.28568,64.21133,0,0.124,0.3,0.307,0.004,0.018,0.006,0.004
"2018-07-12 06:30:00",52826,13.2,24.08,16.66012,15.88,15.95,16.23,16.2,1107.525,922.4073,0,950.4378,0,0,1.260806,19.18428,18.02011,65.20748,0,0.124,0.3,0.307,0.004,0.018,0.005,0.004
"2018-07-12 06:40:00",52827,13.26,24.3,17.17057,16.13,16,16.2,16.18,1175.638,987.4462,0,1018.588,0,0,0.9066852,20.41625,19.64141,62.58383,0,0.124,0.3,0.307,0.005,0.019,0.006,0.004
"2018-07-12 06:50:00",52828,13.19,24.59,17.39254,16.53,16.05,16.19,16.16,1243.745,1051.564,0,1078.629,0,0,1.29105,18.02485,16.84755,58.53487,0,0.124,0.3,0.307,0.005,0.018,0.006,0.004
"2018-07-12 07:00:00",52829,13.19,25.01,17.58244,16.78,16.15,16.19,16.15,1304.209,1109.99,0,1139.382,0,0,0.009485213,17.68112,17.67728,60.18124,0,0.124,0.3,0.307,0.004,0.019,0.006,0.004
"2018-07-12 07:10:00",52830,13.15,25.81,17.75393,17.02,16.25,16.18,16.12,1368.125,1172.608,0,1200.768,0,0,0.7076223,17.99047,17.49046,61.06464,0,0.124,0.3,0.307,0.004,0.019,0.005,0.004
"2018-07-12 07:20:00",52831,13.13,26.99,18.1631,17.16,16.36,16.2,16.11,1427.339,1230.186,0,1254.997,0,0,0.565985,15.57715,15.28274,56.42961,0,0.124,0.299,0.306,0.004,0.019,0.005,0.004
"2018-07-12 07:30:00",52832,13.12,28.34,18.52647,17.28,16.45,16.2,16.12,1485.125,1285.692,0,1311.471,0,0,1.106571,18.42801,17.48222,57.06994,0,0.124,0.299,0.306,0.005,0.019,0.006,0.003
