Year,Month,Day,Hour,Minute,Second,RunTime,CO2,H2O,Temperature,Pressure
2018,5,178,4,55,17,54.887,464.96802,15.6707,51.3051,97.6758
2018,5,178,4,55,17,55.296,465.327,15.6657,51.3051,97.697205
2018,5,178,4,55,18,55.902,465.44196,15.6707,51.3051,97.697205
2018,5,178,4,55,19,56.508,465.849,15.6626,51.3051,97.6544
2018,5,178,4,55,19,56.914,465.60703,15.6586,51.2787,97.6544
2018,5,178,4,55,19,57.324,465.728,15.6856,51.2787,97.6758
2018,5,178,4,55,20,57.935,466.436,15.6713,51.3051,97.6758
2018,5,178,4,55,20,58.341,465.72498,15.6522,51.2787,97.6836
2018,5,178,4,55,21,58.947,465.34,15.6444,51.2787,97.6836
2018,5,178,4,55,21,59.353,465.87,15.6342,51.2787,97.697205
2018,5,178,4,55,22,59.959,466.20203,15.6645,51.2787,97.6758
2018,5,178,4,55,22,60.365,466.13004,15.669,51.2787,97.697205
2018,5,178,4,55,23,61.372,466.419,15.6503,51.3051,97.697205
2018,5,178,4,55,24,61.978,465.969,15.6632,51.3051,97.6758
2018,5,178,4,55,25,62.584,466.03094,15.6445,51.3051,97.6758
2018,5,178,4,55,25,62.99,466.46802,15.637,51.3051,97.6758
2018,5,178,4,55,26,63.601,466.48798,15.6355,51.3051,97.697205
2018,5,178,4,55,26,64.009,467.09198,15.6171,51.3051,97.6758
2018,5,178,4,55,27,64.615,467.06802,15.6191,51.2787,97.697205
2018,5,178,4,55,27,65.022,467.08203,15.6334,51.2787,97.6758
2018,5,178,4,55,28,65.629,467.258,15.6216,51.3051,97.6758
2018,5,178,4,55,28,66.436,466.83304,15.6309,51.2787,97.6758
2018,5,178,4,55,29,66.641,466.55304,15.6407,51.2787,97.6758
2018,5,178,4,55,29,67.047,466.51605,15.6427,51.2787,97.6758
2018,5,178,4,55,30,67.653,466.84198,15.6384,51.2787,97.6758
2018,5,178,4,55,30,68.06,467.45102,15.6173,51.2787,97.697205
2018,5,178,4,55,31,68.667,466.967,15.6138,51.2787,97.7186
2018,5,178,4,55,31,69.073,467.448,15.6255,51.3051,97.697205
2018,5,178,4,55,32,69.681,467.78,15.6293,51.3051,97.6758
2018,5,178,4,55,32,70.088,467.472,15.6326,51.3051,97.697205
2018,5,178,4,55,33,70.695,467.346,15.6269,51.3051,97.6758
2018,5,178,4,55,33,71.302,467.443,15.6314,51.3051,97.6758
2018,5,178,4,55,34,71.709,467.674,15.6408,51.2787,97.6758
2018,5,178,4,55,34,72.316,467.53003,15.6081,51.2787,97.6758
2018,5,178,4,55,35,72.723,467.84204,15.6022,51.2787,97.6758
2018,5,178,4,55,35,73.334,468.01602,15.6152,51.2787,97.6758
2018,5,178,4,55,36,73.74,468.646,15.6138,51.2787,97.6758
2018,5,178,4,55,36,74.35,468.716,15.6058,51.2787,97.697205
2018,5,178,4,55,37,74.756,468.28998,15.6077,51.2787,97.697205
2018,5,178,4,55,37,75.362,467.90198,15.5981,51.2787,97.697205
2018,5,178,4,55,38,75.769,468.052,15.5903,51.3051,97.7186
2018,5,178,4,55,38,76.376,468.54498,15.5941,51.3051,97.697205
2018,5,178,4,55,39,76.782,467.90298,15.6086,51.3051,97.697205
2018,5,178,4,55,39,77.392,468.4,15.6146,51.3051,97.6758
2018,5,178,4,55,40,77.798,468.718,15.5995,51.3051,97.697205
2018,5,178,4,55,40,78.405,468.58902,15.5982,51.3051,97.6758
2018,5,178,4,55,41,78.811,468.725,15.5962,51.2787,97.6544
2018,5,178,4,55,41,79.42,468.779,15.5973,51.2787,97.6758
2018,5,178,4,55,42,79.826,468.93903,15.5875,51.2787,97.697205
2018,5,178,4,55,42,80.432,469.367,15.5877,51.2787,97.697205
2018,5,178,4,55,43,81.441,469.55798,15.543,51.2787,97.6836
2018,5,178,4,55,44,82.05,468.36798,15.6153,51.2787,97.6836
2018,5,178,4,55,45,82.455,469.162,15.6363,51.2787,97.6758
2018,5,178,4,55,45,82.861,470.24103,15.5917,51.3051,97.6758
2018,5,178,4,55,46,83.468,468.52002,15.6109,51.3051,97.6758
2018,5,178,4,55,47,84.477,468.712,15.5742,51.3051,97.697205
2018,5,178,4,55,49,86.891,468.82,15.5548,51.3051,97.697205
2018,5,178,4,55,51,88.704,474.413,15.6286,51.2787,97.697205
2018,5,178,4,55,51,88.906,473.73502,15.67,51.2787,97.697205
2018,5,178,4,55,52,89.712,468.931,15.381,51.3051,97.697205
2018,5,178,4,55,52,90.118,469.53702,15.482,51.3051,97.697205
2018,5,178,4,55,53,90.725,470.151,15.5834,51.3051,97.6758
2018,5,178,4,55,53,91.334,470.86,15.5668,51.3051,97.6758
2018,5,178,4,55,54,92.146,470.966,15.5441,51.3051,97.697205
2018,5,178,4,55,55,92.752,471.04498,15.5427,51.3051,97.6758
2018,5,178,4,55,55,93.158,470.393,15.5701,51.3051,97.6758
2018,5,178,4,55,56,93.771,470.91797,15.557,51.2787,97.6758
2018,5,178,4,55,56,94.176,471.52197,15.5564,51.2787,97.6758
2018,5,178,4,55,57,94.783,471.623,15.5692,51.2787,97.6758
2018,5,178,4,55,57,95.189,471.11505,15.5563,51.2787,97.6758
2018,5,178,4,55,58,95.795,472.11,15.5565,51.3051,97.6758
2018,5,178,4,55,58,96.398,471.969,15.5565,51.3051,97.6836
2018,5,178,4,55,59,96.8,471.081,15.5597,51.3051,97.6836
2018,5,178,4,55,59,97.206,471.401,15.556,51.3051,97.6758
2018,5,178,4,56,0,97.812,471.806,15.5473,51.3051,97.6758
2018,5,178,4,56,0,98.218,471.854,15.5555,51.3051,97.6758
2018,5,178,4,56,1,98.825,471.212,15.5517,51.3051,97.6758
2018,5,178,4,56,1,99.438,471.566,15.546,51.3051,97.6758
2018,5,178,4,56,2,100.044,471.669,15.5409,51.3051,97.697205
2018,5,178,4,56,3,100.454,471.32602,15.5586,51.3051,97.697205
2018,5,178,4,56,3,101.262,471.781,15.5626,51.3051,97.6758
2018,5,178,4,56,4,101.468,472.26404,15.5552,51.3051,97.6544
2018,5,178,4,56,4,101.874,471.74402,15.5638,51.2787,97.6758
2018,5,178,4,56,5,102.482,471.628,15.5655,51.2787,97.6758
2018,5,178,4,56,5,102.891,471.96396,15.5485,51.2787,97.6758
2018,5,178,4,56,6,103.498,472.308,15.5456,51.3051,97.6758
2018,5,178,4,56,6,103.904,472.17004,15.5391,51.3051,97.697205
2018,5,178,4,56,7,104.513,472.05298,15.5416,51.3051,97.697205
2018,5,178,4,56,7,104.923,472.337,15.5478,51.2787,97.6758
2018,5,178,4,56,8,105.529,472.32397,15.5497,51.2787,97.697205
2018,5,178,4,56,8,106.339,472.745,15.56,51.3051,97.6758
2018,5,178,4,56,9,106.541,473.115,15.5437,51.3051,97.6758
2018,5,178,4,56,9,106.947,472.276,15.5428,51.3051,97.697205
2018,5,178,4,56,10,107.554,472.71198,15.5539,51.3051,97.6758
2018,5,178,4,56,10,107.961,473.26105,15.5387,51.3051,97.697205
2018,5,178,4,56,11,108.569,473.204,15.5486,51.3051,97.6544
2018,5,178,4,56,11,108.986,473.362,15.5417,51.2787,97.6758
2018,5,178,4,56,12,109.594,474.00098,15.5409,51.2787,97.6544
2018,5,178,4,56,12,109.999,473.885,15.5286,51.252296,97.697205
2018,5,178,4,56,13,110.605,473.79398,15.5169,51.252296,97.697205
2018,5,178,4,56,13,111.42,473.422,15.5156,51.2787,97.6836
2018,5,178,4,56,14,111.625,473.04703,15.5456,51.2787,97.6622
2018,5,178,4,56,14,112.233,473.74902,15.5405,51.2787,97.6758
2018,5,178,4,56,15,112.647,473.99103,15.5111,51.2787,97.697205
2018,5,178,4,56,15,113.257,473.904,15.501,51.2787,97.697205
2018,5,178,4,56,16,113.663,473.52698,15.51,51.3051,97.697205
2018,5,178,4,56,16,114.069,473.547,15.5288,51.3051,97.6758
2018,5,178,4,56,17,114.676,474.328,15.5156,51.3051,97.697205
2018,5,178,4,56,17,115.282,474.41602,15.5073,51.3051,97.6758
2018,5,178,4,56,18,115.688,474.271,15.5123,51.3051,97.6758
2018,5,178,4,56,18,116.295,474.05603,15.5205,51.2787,97.6758
2018,5,178,4,56,19,116.698,474.151,15.5217,51.2787,97.6544
2018,5,178,4,56,19,117.305,474.651,15.5013,51.252296,97.697205
2018,5,178,4,56,20,117.713,474.575,15.495,51.252296,97.697205
2018,5,178,4,56,20,118.32,474.608,15.5128,51.2787,97.697205
2018,5,178,4,56,21,118.73,474.68903,15.5171,51.2787,97.697205
2018,5,178,4,56,21,119.337,474.312,15.5136,51.2787,97.6758
2018,5,178,4,56,22,119.743,474.26498,15.5078,51.3051,97.6758
2018,5,178,4,56,22,120.35,474.28003,15.5049,51.3051,97.697205
2018,5,178,4,56,23,120.956,474.861,15.5142,51.3051,97.697205
2018,5,178,4,56,23,121.362,475.299,15.4943,51.3051,97.697205
2018,5,178,4,56,24,121.769,474.76102,15.5062,51.3051,97.6758
2018,5,178,4,56,24,122.388,474.467,15.5172,51.3051,97.697205
2018,5,178,4,56,25,122.796,475.49802,15.5085,51.3051,97.6758
2018,5,178,4,56,25,123.404,475.56702,15.5108,51.3051,97.6758
2018,5,178,4,56,26,123.81,475.46802,15.5181,51.2787,97.6544
2018,5,178,4,56,26,124.416,475.64398,15.5056,51.2787,97.6758
2018,5,178,4,56,27,125.027,475.786,15.4881,51.2787,97.6758
2018,5,178,4,56,27,125.433,475.831,15.4844,51.2787,97.6758
2018,5,178,4,56,28,126.24,476.19702,15.4886,51.2787,97.6758
2018,5,178,4,56,29,126.448,475.62402,15.4699,51.2787,97.697205
2018,5,178,4,56,29,127.055,475.038,15.4914,51.2787,97.6758
2018,5,178,4,56,30,127.461,475.44296,15.5043,51.3051,97.697205
2018,5,178,4,56,30,128.067,475.775,15.4878,51.3051,97.697205
2018,5,178,4,56,31,128.474,475.66602,15.5025,51.3051,97.697205
2018,5,178,4,56,31,129.081,475.78802,15.5129,51.3051,97.697205
2018,5,178,4,56,32,129.488,476.219,15.4834,51.3051,97.6758
2018,5,178,4,56,32,130.095,476.164,15.4634,51.3051,97.697205
2018,5,178,4,56,33,130.503,476.02698,15.4968,51.3051,97.697205
2018,5,178,4,56,33,131.31,476.85898,15.5136,51.3051,97.6544
2018,5,178,4,56,34,132.122,476.78198,15.4908,51.2787,97.6758
2018,5,178,4,56,35,132.53,476.925,15.4866,51.2787,97.6758
2018,5,178,4,56,35,133.137,477.32904,15.4948,51.2787,97.6758
2018,5,178,4,56,36,133.545,477.215,15.4964,51.2787,97.6758
2018,5,178,4,56,36,134.151,476.734,15.4853,51.2787,97.6758
2018,5,178,4,56,37,134.557,476.794,15.467,51.2787,97.6758
2018,5,178,4,56,37,135.165,476.81097,15.465,51.3051,97.697205
2018,5,178,4,56,38,135.771,477.327,15.4716,51.3051,97.697205
2018,5,178,4,56,38,136.378,476.907,15.4756,51.3051,97.697205
2018,5,178,4,56,39,137.19,477.68304,15.4908,51.3051,97.6758
2018,5,178,4,56,40,137.797,477.22,15.4886,51.3051,97.6758
2018,5,178,4,56,40,138.203,477.49802,15.4863,51.3051,97.6758
2018,5,178,4,56,41,138.809,477.508,15.4787,51.3051,97.6758
2018,5,178,4,56,41,139.215,477.298,15.48,51.2787,97.6758
2018,5,178,4,56,42,139.822,478.049,15.4686,51.2787,97.697205
2018,5,178,4,56,42,140.229,478.223,15.4617,51.2787,97.697205
2018,5,178,4,56,43,140.839,477.516,15.4611,51.2787,97.697205
2018,5,178,4,56,44,141.447,476.956,15.4603,51.2787,97.697205
2018,5,178,4,56,44,141.853,476.70596,15.4645,51.2787,97.7186
2018,5,178,4,56,45,142.462,477.363,15.4646,51.2787,97.697205
