Instrument,Operator Name,Site Name,Sample ID,Temperature,Comments,Time and Date,Longitude,Latitude,Elevation,R Squared,Regression Slope,Standard Error,X Start Range,X End Range,AppVersion
LI820,David Basler,SoilResp2018,13p2,15.3,NA,20180625_201555,-72.1891548,42.53613376,346.0,NaN,NaN,NaN,2018.0000,2018.0000,0.9.1
