Year,Month,Day,Hour,Minute,Second,RunTime,CO2,H2O,Temperature,Pressure
2018,5,176,7,49,28,14.557,443.54703,11.4186,51.2787,97.7108
2018,5,176,7,49,28,14.768,443.826,11.4477,51.2787,97.7108
2018,5,176,7,49,28,15.372,444.31702,11.4509,51.2787,97.7108
2018,5,176,7,49,29,15.775,444.565,11.4627,51.3051,97.7108
2018,5,176,7,49,30,16.381,445.15802,11.4902,51.3051,97.6894
2018,5,176,7,49,30,16.787,444.516,11.485,51.3051,97.7245
2018,5,176,7,49,31,17.399,444.649,11.5045,51.3051,97.6894
2018,5,176,7,49,31,17.808,445.11102,11.5303,51.3051,97.6894
2018,5,176,7,49,32,18.415,444.71698,11.5313,51.2787,97.6894
2018,5,176,7,49,33,19.422,445.075,11.5615,51.2787,97.7108
2018,5,176,7,49,33,19.825,444.88,11.5703,51.2787,97.7108
2018,5,176,7,49,34,20.432,444.957,11.5826,51.252296,97.7108
2018,5,176,7,49,34,21.04,445.153,11.5921,51.252296,97.7108
2018,5,176,7,49,35,21.447,444.945,11.6059,51.2787,97.6894
2018,5,176,7,49,35,22.053,444.98804,11.6216,51.3051,97.7108
2018,5,176,7,49,36,22.459,445.00397,11.6292,51.2787,97.7108
2018,5,176,7,49,36,22.866,445.397,11.6206,51.2787,97.7108
2018,5,176,7,49,37,23.477,445.87997,11.6355,51.3051,97.7108
2018,5,176,7,49,38,24.486,445.646,11.6604,51.3051,97.6894
2018,5,176,7,49,38,25.099,444.754,11.6768,51.3051,97.7108
2018,5,176,7,49,39,25.504,444.83902,11.6727,51.3051,97.668
2018,5,176,7,49,39,26.111,445.289,11.6841,51.2787,97.668
2018,5,176,7,49,40,26.517,445.294,11.6989,51.2787,97.6894
2018,5,176,7,49,40,27.124,445.20602,11.6938,51.252296,97.6894
2018,5,176,7,49,41,27.531,445.24103,11.7082,51.2787,97.7108
2018,5,176,7,49,41,28.138,444.96597,11.728,51.2787,97.7108
2018,5,176,7,49,42,28.543,445.41302,11.7375,51.2787,97.7108
