Instrument,Operator Name,Site Name,Sample ID,Temperature,Comments,Time and Date,Longitude,Latitude,Elevation,R Squared,Regression Slope,Standard Error,X Start Range,X End Range,AppVersion
LI820,Emory Ellis,SoilResp2018,11p3,NA,NA,20180626_224600,-72.18930215,42.53584264,343.0,NaN,NaN,NaN,2018.0000,2018.0000,0.9.1
