Year,Month,Day,Hour,Minute,Second,RunTime,CO2,H2O,Temperature,Pressure
2018,5,176,6,2,14,25.741,456.3298,-999.0,50.57486,97.21037
2018,5,176,6,2,14,26.148,454.34106,-999.0,50.57486,97.231384
2018,5,176,6,2,15,26.756,455.28174,-999.0,50.57486,97.21037
2018,5,176,6,2,15,27.163,456.6362,-999.0,50.57486,97.231384
2018,5,176,6,2,16,27.771,457.71484,-999.0,50.57486,97.244865
2018,5,176,6,2,16,28.178,458.56326,-999.0,50.57486,97.250786
2018,5,176,6,2,17,28.788,458.61243,-999.0,50.57486,97.27774
2018,5,176,6,2,17,29.195,457.935,-999.0,50.57486,97.312256
2018,5,176,6,2,18,29.802,458.16565,-999.0,50.57486,97.32573
2018,5,176,6,2,19,30.411,458.74298,-999.0,50.57486,97.33921
2018,5,176,6,2,19,30.818,458.8329,-999.0,50.57486,97.32573
2018,5,176,6,2,20,31.428,460.1082,-999.0,50.57486,97.30469
2018,5,176,6,2,20,31.833,461.29794,-999.0,50.57486,97.30469
2018,5,176,6,2,21,32.442,460.9063,-999.0,50.57486,97.291214
2018,5,176,6,2,21,32.849,460.18896,-999.0,50.57486,97.312256
2018,5,176,6,2,22,33.455,461.13235,-999.0,50.57486,97.312256
2018,5,176,6,2,22,33.864,460.9799,-999.0,50.57486,97.312256
2018,5,176,6,2,23,34.474,460.10165,-999.0,50.57486,97.312256
2018,5,176,6,2,23,34.88,459.80048,-999.0,50.57486,97.312256
2018,5,176,6,2,24,35.486,459.48135,-999.0,50.57486,97.312256
2018,5,176,6,2,24,35.892,459.9662,-999.0,50.57486,97.291214
2018,5,176,6,2,25,36.501,459.98608,-999.0,50.57486,97.312256
2018,5,176,6,2,25,36.908,461.0329,-999.0,50.57486,97.312256
2018,5,176,6,2,26,37.518,461.51575,-999.0,50.57486,97.32573
2018,5,176,6,2,26,37.927,461.0942,-999.0,50.57486,97.32573
2018,5,176,6,2,27,38.537,460.7159,-999.0,50.57486,97.30469
2018,5,176,6,2,27,38.944,459.95786,-999.0,50.57486,97.32573
2018,5,176,6,2,28,39.554,460.8911,-999.0,50.57486,97.30469
2018,5,176,6,2,28,39.96,462.8613,-999.0,50.57486,97.312256
2018,5,176,6,2,29,40.569,463.11304,-999.0,50.57486,97.312256
2018,5,176,6,2,29,40.98,462.4492,-999.0,50.57486,97.312256
2018,5,176,6,2,30,41.589,463.0011,-999.0,50.57486,97.312256
2018,5,176,6,2,30,41.996,463.16605,-999.0,50.57486,97.312256
2018,5,176,6,2,31,42.606,463.13174,-999.0,50.57486,97.312256
2018,5,176,6,2,31,43.013,463.73358,-999.0,50.57486,97.291214
2018,5,176,6,2,32,43.622,463.79523,-999.0,50.57486,97.29878
2018,5,176,6,2,32,44.028,464.46286,-999.0,50.57486,97.29878
